902.494	669
905.376	659
908.259	679
911.14	661
914.022	696.5
916.9	697.5
919.78	700
922.657	745.5
925.535	775
928.41	806
931.284	989
934.159	1236
937.031	1604
939.903	2068
942.773	2655
945.645	3101.5
948.513	3299
951.381	3303
954.247	3212
957.113	3232
959.978	3250.5
962.842	3242
965.705	3278
968.567	3367.5
971.427	3358.5
974.287	3385
977.146	3377
980.005	3472.5
982.862	3385
985.717	3365
988.572	3336
991.425	3197
994.279	2861
997.132	2369.5
999.982	1896.5
1002.83	1595
1005.68	1403
1008.53	1272
1011.38	1136
1014.22	1079
1017.07	1007
1019.91	922
1022.76	900.5
1025.6	817
1028.44	760
1031.28	682
1034.12	631
1036.96	534
1039.79	498.5
1042.63	428
1045.47	392.5
1048.3	335.5
1051.13	323.5
1053.97	310.5
1056.8	314
1059.63	300
1062.46	303
1065.29	284.5
1068.11	280
1070.94	286.5
1073.77	282.5
1076.59	294
1079.42	275.5
1082.24	279.5
1085.06	297
1087.88	308
1090.7	293
1093.52	293.5
1096.34	281.5
1099.15	284
1101.97	274
1104.78	282
1107.6	273.5
1110.41	270.5
1113.22	278.5
1116.03	270.5
1118.84	279
1121.65	269
1124.46	254
1127.27	272
1130.08	264
1132.88	271
1135.69	260.5
1138.49	250.5
1141.29	264
1144.09	259
1146.89	244.5
1149.69	234
1152.49	251.5
1155.29	239
1158.08	222
1160.88	223
1163.68	231.5
1166.47	241
1169.26	234
1172.05	217
1174.85	225
1177.63	212.5
1180.42	228
1183.21	225
1186	230
1188.78	233
1191.57	226
1194.35	212
1197.14	220
1199.92	224
1202.7	220.5
1205.48	218
1208.26	220.5
1211.04	219.5
1213.82	232.5
1216.59	215
1219.37	223.5
1222.14	244.5
1224.92	231.5
1227.69	216
1230.46	224
1233.23	215
1236	225.5
1238.77	221
1241.54	228
1244.31	217.5
1247.07	225.5
1249.84	230
1252.6	225.5
1255.36	218.5
1258.13	225
1260.89	220
1263.65	216.5
1266.41	222
1269.17	214
1271.92	230.5
1274.68	218.5
1277.43	223
1280.19	215
1282.94	223.5
1285.69	227
1288.45	237.5
1291.2	229
1293.95	227
1296.7	235
1299.44	222.5
1302.19	228.5
1304.94	250.5
1307.68	223
1310.43	238
1313.17	235.5
1315.91	244.5
1318.65	239.5
1321.39	238
1324.13	276.5
1326.87	280
1329.61	275.5
1332.35	317.5
1335.08	327
1337.82	380.5
1340.55	453.5
1343.28	513
1346.01	521.5
1348.75	546
1351.48	521.5
1354.21	499.5
1356.93	436
1359.66	397.5
1362.39	341.5
1365.11	327
1367.84	315
1370.56	283.5
1373.28	288.5
1376	273
1378.73	267
1381.45	261
1384.16	258
1386.88	254
1389.6	241
1392.31	245.5
1395.03	232.5
1397.74	247
1400.46	229.5
1403.17	219.5
1405.88	234
1408.59	236
1411.3	222.5
1414.01	224.5
1416.72	235
1419.42	219
1422.13	234
1424.83	245.5
1427.54	238.5
1430.24	247.5
1432.94	227.5
1435.64	227
1438.34	236.5
1441.04	237.5
1443.74	244.5
1446.44	242.5
1449.14	241
1451.83	242
1454.53	239.5
1457.22	232
1459.91	244
1462.6	240.5
1465.29	242
1467.98	229
1470.67	219.5
1473.36	220
1476.05	226.5
1478.73	205.5
1481.42	208.5
1484.1	215.5
1486.79	210.5
1489.47	210.5
1492.15	208
1494.83	198.5
1497.51	202.5
1500.19	197
1502.87	196.5
1505.55	207
1508.22	200.5
1510.9	191
1513.57	203
1516.24	215.5
1518.92	191.5
1521.59	197.5
1524.26	203
1526.93	197
1529.6	203.5
1532.27	192
1534.93	207.5
1537.6	195.5
1540.26	204
1542.93	210.5
1545.59	214.5
1548.25	193.5
1550.91	206
1553.58	223.5
1556.24	220
1558.89	230
1561.55	213.5
1564.21	221
1566.86	223
1569.52	237
1572.17	271
1574.83	287
1577.48	343.5
1580.13	415.5
1582.78	483
1585.43	614.5
1588.08	846.5
1590.73	1188
1593.37	1381.5
1596.02	1155
1598.66	767.5
1601.31	501.5
1603.95	371
1606.59	310.5
1609.24	262
1611.88	249.5
1614.52	237
1617.15	237
1619.79	242
1622.43	243
1625.06	251.5
1627.7	294
1630.33	278.5
1632.97	256
1635.6	225
1638.23	198.5
1640.86	193
1643.49	194
1646.12	191
1648.75	205.5
1651.37	201
1654	194
1656.62	172.5
1659.25	189
1661.87	179.5
1664.49	176.5
1667.12	184
1669.74	195
1672.36	168
1674.97	173.5
1677.59	186
1680.21	179
1682.82	190
1685.44	179
1688.05	183.5
1690.67	181.5
1693.28	192
1695.89	178.5
1698.5	188
1701.11	178
1703.72	190
1706.33	181
1708.94	187
1711.54	177.5
1714.15	179.5
1716.75	174.5
1719.36	182
1721.96	164
1724.56	169
1727.16	173
1729.76	162.5
1732.36	162
1734.96	166
1737.55	175.5
1740.15	190
1742.75	179
1745.34	178.5
1747.93	178.5
1750.53	167
1753.12	172.5
1755.71	174.5
1758.3	176
1760.89	174.5
1763.48	181
1766.06	152
1768.65	186
1771.24	183.5
1773.82	174.5
1776.41	182.5
1778.99	153
1781.57	186
1784.15	174.5
1786.73	169.5
1789.31	169
1791.89	172
1794.47	176
1797.04	173
1799.62	168.5
1802.19	163
1804.77	167
1807.34	161
1809.91	168.5
1812.48	177
1815.06	174.5
1817.62	157.5
1820.19	167
1822.76	170.5
1825.33	168
1827.9	175
1830.46	174.5
1833.03	163
1835.59	161.5
1838.15	167.5
1840.71	155
1843.27	161.5
1845.83	158.5
1848.39	168.5
1850.95	167.5
1853.51	167.5
1856.06	166.5
1858.62	167.5
1861.17	171
1863.73	166
1866.28	165
1868.83	171.5
1871.38	175.5
1873.94	160.5
1876.48	167.5
1879.03	176.5
1881.58	171
1884.13	160
1886.67	156.5
1889.22	164.5
1891.76	165.5
1894.3	175
1896.85	174
1899.39	163.5
1901.93	175.5
1904.47	180
1907.01	172
1909.55	174
1912.08	161.5
1914.62	160
1917.16	163
1919.69	160
1922.22	174.5
1924.76	163.5
1927.29	167
1929.82	167
1932.35	162
1934.88	155.5
1937.41	166.5
1939.94	163
1942.46	164
1944.99	155.5
1947.51	174
1950.04	162
1952.56	159.5
1955.08	159.5
1957.6	162
1960.12	162.5
1962.64	170.5
1965.16	169.5
1967.68	163.5
1970.2	156
1972.71	159
1975.23	170.5
1977.75	167.5
